url,dlrid,seriesId,seriesName,brandId,seriesImg,specCount,carBody,emission,transmission,maxOriginalPrice,minOriginalPrice,dealerMaxPrice,dealerMinPrice,updatetime
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,4387,焕驰,62,https://m1.autoimg.cn/cardfs/product/g13/M09/8B/BF/160x120_0_q87_autohomecar__wKjBylnKGuOAGgA4AAiu1jgfKxo853.jpg,13,三厢车,1.4L,手动 自动,73900,49900,73900,49900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,4523,凯绅,62,https://m1.autoimg.cn/cardfs/product/g19/M05/21/5C/160x120_0_q87_autohomecar__wKjBxFmc5sSAUblxAAnPCkiHbL8709.jpg,8,三厢车,1.6T 1.8L,双离合 手自一体,149800,128800,149800,128800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,2319,起亚K2,62,https://m1.autoimg.cn/cardfs/product/g10/M13/93/CB/160x120_0_q87_autohomecar__wKgH0Vgj0y-AYDjUAAfEQDJJbd0247.jpg,14,三厢车,1.4L 1.6L,手动 手自一体,103900,72900,103900,72900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,2886,起亚K3,62,https://m1.autoimg.cn/cardfs/product/g2/M09/6C/3A/160x120_0_q87_autohomecar__ChsEkFzFe9qALhQpAAvJ6Csb7TY884.jpg,15,三厢车,1.4T 1.5L 1.6L,双离合 手动 手自一体 无级,132800,96800,132800,96800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,5188,起亚K3新能源,62,https://m1.autoimg.cn/cardfs/product/g2/M0B/67/1F/160x120_0_q87_autohomecar__ChsEkF0_qOSAcb4tAAqIrQkI-XU312.jpg,2,三厢车,1.6L,双离合,218800,209800,218800,209800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,2246,起亚K5,62,https://m1.autoimg.cn/cardfs/product/g28/M02/8B/B8/160x120_0_q87_autohomecar__ChsEnlxH4PmARvGCAAz299x_Gf8719.jpg,6,三厢车,1.6T 2.0L,双离合 手自一体,173800,164800,173800,164800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,4834,起亚K5新能源,62,https://m1.autoimg.cn/cardfs/product/g24/M07/BE/FC/160x120_0_q87_autohomecar__ChcCL14e1h-AJ0vKAAbnhpRReSM623.jpg,4,三厢车,2.0L,手自一体,239800,222800,239800,222800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,4973,起亚KX3新能源,62,https://m1.autoimg.cn/cardfs/product/g30/M00/4E/37/160x120_0_q87_autohomecar__ChsEf1vyixKAN6XQAAbIoxnkzEg857.jpg,1,SUV,,固定齿比,239800,239800,239800,239800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,3954,起亚KX5,62,https://m1.autoimg.cn/cardfs/product/g28/M09/33/79/160x120_0_q87_autohomecar__ChsEnlwsFYWAXcc_AAoTHe7pDk4672.jpg,12,SUV,1.6T 2.0L,双离合 手自一体 自动,231800,154800,231800,144800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,4200,起亚KX7,62,https://m1.autoimg.cn/cardfs/product/g10/M08/F2/35/160x120_0_q87_autohomecar__wKjBzVh94DSAP-eVAAglA3Hmz3Y584.jpg,8,SUV,2.0L 2.0T 2.4L,手自一体,276800,179800,276800,179800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,4824,奕跑,62,https://m1.autoimg.cn/cardfs/product/g30/M05/B6/CF/160x120_0_q87_autohomecar__ChsEoF0TdEiAE4KqAAbPToDJaPg870.jpg,6,SUV,1.4L,手动 手自一体,82800,69800,79800,66800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=124444,124444,2137,智跑,62,https://m1.autoimg.cn/cardfs/product/g29/M03/06/7D/160x120_0_q87_autohomecar__ChsEflyvJKiAPidNAAdhH11hq5k654.jpg,8,SUV,1.4T 2.0L,双离合 手动 手自一体,148900,119900,140900,111900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4505,KX CROSS,62,https://m1.autoimg.cn/cardfs/product/g28/M05/A4/2E/160x120_0_q87_autohomecar__ChsEfV2kfa2ALKXTAAaTNKRUM8M594.jpg,1,两厢跨界车,1.6L,手自一体,90900,90900,90900,90900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,3664,KX3傲跑,62,https://m1.autoimg.cn/cardfs/product/g26/M07/15/17/160x120_0_q87_autohomecar__ChcCP13Bj0iAN1mVAAo6l1NVCAQ919.jpg,6,SUV,1.5L 1.6L,手动 手自一体 无级,132800,108800,132800,108800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,813,福瑞迪,62,https://m1.autoimg.cn/cardfs/product/g26/M0A/AD/86/160x120_0_q87_autohomecar__ChsEnF2msQuAFIsIAAmViGdYS2w829.jpg,4,三厢车,1.6L,手动 手自一体,102800,78800,102800,78800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4387,焕驰,62,https://m1.autoimg.cn/cardfs/product/g13/M09/8B/BF/160x120_0_q87_autohomecar__wKjBylnKGuOAGgA4AAiu1jgfKxo853.jpg,4,三厢车,1.4L,手动 自动,73900,54900,73900,54900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4523,凯绅,62,https://m1.autoimg.cn/cardfs/product/g19/M05/21/5C/160x120_0_q87_autohomecar__wKjBxFmc5sSAUblxAAnPCkiHbL8709.jpg,5,三厢车,1.6T 1.8L,双离合 手自一体,149800,139800,149800,139800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,2319,起亚K2,62,https://m1.autoimg.cn/cardfs/product/g10/M13/93/CB/160x120_0_q87_autohomecar__wKgH0Vgj0y-AYDjUAAfEQDJJbd0247.jpg,2,三厢车,1.4L,手动 手自一体,88900,77900,88900,77900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,2886,起亚K3,62,https://m1.autoimg.cn/cardfs/product/g2/M09/6C/3A/160x120_0_q87_autohomecar__ChsEkFzFe9qALhQpAAvJ6Csb7TY884.jpg,9,三厢车,1.4T 1.5L,双离合 无级,128800,98800,128800,98800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4505,KX CROSS,62,https://m1.autoimg.cn/cardfs/product/g28/M05/A4/2E/160x120_0_q87_autohomecar__ChsEfV2kfa2ALKXTAAaTNKRUM8M594.jpg,7,两厢跨界车,1.4L 1.6L,手动 手自一体,90900,74900,90900,74900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,3664,KX3傲跑,62,https://m1.autoimg.cn/cardfs/product/g26/M07/15/17/160x120_0_q87_autohomecar__ChcCP13Bj0iAN1mVAAo6l1NVCAQ919.jpg,6,SUV,1.5L 1.6L,手动 手自一体 无级,132800,108800,132800,108800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,813,福瑞迪,62,https://m1.autoimg.cn/cardfs/product/g26/M0A/AD/86/160x120_0_q87_autohomecar__ChsEnF2msQuAFIsIAAmViGdYS2w829.jpg,8,三厢车,1.6L,手动 手自一体,102800,78800,96800,72800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4387,焕驰,62,https://m1.autoimg.cn/cardfs/product/g13/M09/8B/BF/160x120_0_q87_autohomecar__wKjBylnKGuOAGgA4AAiu1jgfKxo853.jpg,13,三厢车,1.4L,手动 自动,73900,49900,73900,49900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4523,凯绅,62,https://m1.autoimg.cn/cardfs/product/g19/M05/21/5C/160x120_0_q87_autohomecar__wKjBxFmc5sSAUblxAAnPCkiHbL8709.jpg,8,三厢车,1.6T 1.8L,双离合 手自一体,149800,128800,149800,120300,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,2319,起亚K2,62,https://m1.autoimg.cn/cardfs/product/g10/M13/93/CB/160x120_0_q87_autohomecar__wKgH0Vgj0y-AYDjUAAfEQDJJbd0247.jpg,14,三厢车,1.4L 1.6L,手动 手自一体,103900,72900,103900,67900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,2886,起亚K3,62,https://m1.autoimg.cn/cardfs/product/g2/M09/6C/3A/160x120_0_q87_autohomecar__ChsEkFzFe9qALhQpAAvJ6Csb7TY884.jpg,15,三厢车,1.4T 1.5L 1.6L,双离合 手动 手自一体 无级,132800,96800,132800,96800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,5188,起亚K3新能源,62,https://m1.autoimg.cn/cardfs/product/g2/M0B/67/1F/160x120_0_q87_autohomecar__ChsEkF0_qOSAcb4tAAqIrQkI-XU312.jpg,2,三厢车,1.6L,双离合,218800,209800,213800,204800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,5188,起亚K3新能源,62,https://m1.autoimg.cn/cardfs/product/g2/M0B/67/1F/160x120_0_q87_autohomecar__ChsEkF0_qOSAcb4tAAqIrQkI-XU312.jpg,2,三厢车,1.6L,双离合,218800,209800,218800,209800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,2246,起亚K5,62,https://m1.autoimg.cn/cardfs/product/g28/M02/8B/B8/160x120_0_q87_autohomecar__ChsEnlxH4PmARvGCAAz299x_Gf8719.jpg,3,三厢车,1.6T 2.0L,双离合 手自一体,173800,164800,173800,164800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4834,起亚K5新能源,62,https://m1.autoimg.cn/cardfs/product/g24/M07/BE/FC/160x120_0_q87_autohomecar__ChcCL14e1h-AJ0vKAAbnhpRReSM623.jpg,4,三厢车,2.0L,手自一体,239800,222800,239800,222800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4973,起亚KX3新能源,62,https://m1.autoimg.cn/cardfs/product/g30/M00/4E/37/160x120_0_q87_autohomecar__ChsEf1vyixKAN6XQAAbIoxnkzEg857.jpg,1,SUV,,固定齿比,239800,239800,239800,239800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,3954,起亚KX5,62,https://m1.autoimg.cn/cardfs/product/g28/M09/33/79/160x120_0_q87_autohomecar__ChsEnlwsFYWAXcc_AAoTHe7pDk4672.jpg,6,SUV,1.6T 2.0L,双离合 手自一体,181800,154800,181800,154800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4200,起亚KX7,62,https://m1.autoimg.cn/cardfs/product/g10/M08/F2/35/160x120_0_q87_autohomecar__wKjBzVh94DSAP-eVAAglA3Hmz3Y584.jpg,8,SUV,2.0L 2.0T 2.4L,手自一体,276800,179800,276800,179800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,4824,奕跑,62,https://m1.autoimg.cn/cardfs/product/g30/M05/B6/CF/160x120_0_q87_autohomecar__ChsEoF0TdEiAE4KqAAbPToDJaPg870.jpg,3,SUV,1.4L,手自一体,82800,79800,82800,79800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=3711,3711,2137,智跑,62,https://m1.autoimg.cn/cardfs/product/g29/M03/06/7D/160x120_0_q87_autohomecar__ChsEflyvJKiAPidNAAdhH11hq5k654.jpg,6,SUV,1.4T 2.0L,双离合 手动 手自一体,148900,119900,148900,119900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,2246,起亚K5,62,https://m1.autoimg.cn/cardfs/product/g28/M02/8B/B8/160x120_0_q87_autohomecar__ChsEnlxH4PmARvGCAAz299x_Gf8719.jpg,6,三厢车,1.6T 2.0L,双离合 手自一体,173800,164800,163800,154800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4834,起亚K5新能源,62,https://m1.autoimg.cn/cardfs/product/g24/M07/BE/FC/160x120_0_q87_autohomecar__ChcCL14e1h-AJ0vKAAbnhpRReSM623.jpg,4,三厢车,2.0L,手自一体,239800,222800,229800,212800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4973,起亚KX3新能源,62,https://m1.autoimg.cn/cardfs/product/g30/M00/4E/37/160x120_0_q87_autohomecar__ChsEf1vyixKAN6XQAAbIoxnkzEg857.jpg,1,SUV,,固定齿比,239800,239800,229800,229800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,3954,起亚KX5,62,https://m1.autoimg.cn/cardfs/product/g28/M09/33/79/160x120_0_q87_autohomecar__ChsEnlwsFYWAXcc_AAoTHe7pDk4672.jpg,12,SUV,1.6T 2.0L,双离合 手自一体 自动,231800,154800,231800,136800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4200,起亚KX7,62,https://m1.autoimg.cn/cardfs/product/g10/M08/F2/35/160x120_0_q87_autohomecar__wKjBzVh94DSAP-eVAAglA3Hmz3Y584.jpg,8,SUV,2.0L 2.0T 2.4L,手自一体,276800,179800,256800,159800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,4824,奕跑,62,https://m1.autoimg.cn/cardfs/product/g30/M05/B6/CF/160x120_0_q87_autohomecar__ChsEoF0TdEiAE4KqAAbPToDJaPg870.jpg,6,SUV,1.4L,手动 手自一体,82800,69800,81800,68800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=77587,77587,2137,智跑,62,https://m1.autoimg.cn/cardfs/product/g29/M03/06/7D/160x120_0_q87_autohomecar__ChsEflyvJKiAPidNAAdhH11hq5k654.jpg,8,SUV,1.4T 2.0L,双离合 手动 手自一体,148900,119900,142900,113900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4505,KX CROSS,62,https://m1.autoimg.cn/cardfs/product/g28/M05/A4/2E/160x120_0_q87_autohomecar__ChsEfV2kfa2ALKXTAAaTNKRUM8M594.jpg,7,两厢跨界车,1.4L 1.6L,手动 手自一体,90900,74900,85900,74900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,3664,KX3傲跑,62,https://m1.autoimg.cn/cardfs/product/g26/M07/15/17/160x120_0_q87_autohomecar__ChcCP13Bj0iAN1mVAAo6l1NVCAQ919.jpg,13,SUV,1.5L 1.6L 1.6T,双离合 手动 手自一体 无级,177800,108800,177800,108800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,813,福瑞迪,62,https://m1.autoimg.cn/cardfs/product/g26/M0A/AD/86/160x120_0_q87_autohomecar__ChsEnF2msQuAFIsIAAmViGdYS2w829.jpg,8,三厢车,1.6L,手动 手自一体,102800,78800,94800,70800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4387,焕驰,62,https://m1.autoimg.cn/cardfs/product/g13/M09/8B/BF/160x120_0_q87_autohomecar__wKjBylnKGuOAGgA4AAiu1jgfKxo853.jpg,13,三厢车,1.4L,手动 自动,73900,49900,70900,46900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4523,凯绅,62,https://m1.autoimg.cn/cardfs/product/g19/M05/21/5C/160x120_0_q87_autohomecar__wKjBxFmc5sSAUblxAAnPCkiHbL8709.jpg,8,三厢车,1.6T 1.8L,双离合 手自一体,149800,128800,139800,118800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,2319,起亚K2,62,https://m1.autoimg.cn/cardfs/product/g10/M13/93/CB/160x120_0_q87_autohomecar__wKgH0Vgj0y-AYDjUAAfEQDJJbd0247.jpg,14,三厢车,1.4L 1.6L,手动 手自一体,103900,72900,103900,66900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,2886,起亚K3,62,https://m1.autoimg.cn/cardfs/product/g2/M09/6C/3A/160x120_0_q87_autohomecar__ChsEkFzFe9qALhQpAAvJ6Csb7TY884.jpg,15,三厢车,1.4T 1.5L 1.6L,双离合 手动 手自一体 无级,132800,96800,128800,76800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,5188,起亚K3新能源,62,https://m1.autoimg.cn/cardfs/product/g2/M0B/67/1F/160x120_0_q87_autohomecar__ChsEkF0_qOSAcb4tAAqIrQkI-XU312.jpg,2,三厢车,1.6L,双离合,218800,209800,196800,187800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,2246,起亚K5,62,https://m1.autoimg.cn/cardfs/product/g28/M02/8B/B8/160x120_0_q87_autohomecar__ChsEnlxH4PmARvGCAAz299x_Gf8719.jpg,6,三厢车,1.6T 2.0L,双离合 手自一体,173800,164800,165800,156800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4834,起亚K5新能源,62,https://m1.autoimg.cn/cardfs/product/g24/M07/BE/FC/160x120_0_q87_autohomecar__ChcCL14e1h-AJ0vKAAbnhpRReSM623.jpg,4,三厢车,2.0L,手自一体,239800,222800,217800,200800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4973,起亚KX3新能源,62,https://m1.autoimg.cn/cardfs/product/g30/M00/4E/37/160x120_0_q87_autohomecar__ChsEf1vyixKAN6XQAAbIoxnkzEg857.jpg,1,SUV,,固定齿比,239800,239800,194800,194800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,3954,起亚KX5,62,https://m1.autoimg.cn/cardfs/product/g28/M09/33/79/160x120_0_q87_autohomecar__ChsEnlwsFYWAXcc_AAoTHe7pDk4672.jpg,12,SUV,1.6T 2.0L,双离合 手自一体 自动,231800,154800,231800,134800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4200,起亚KX7,62,https://m1.autoimg.cn/cardfs/product/g10/M08/F2/35/160x120_0_q87_autohomecar__wKjBzVh94DSAP-eVAAglA3Hmz3Y584.jpg,8,SUV,2.0L 2.0T 2.4L,手自一体,276800,179800,256800,159800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,4824,奕跑,62,https://m1.autoimg.cn/cardfs/product/g30/M05/B6/CF/160x120_0_q87_autohomecar__ChsEoF0TdEiAE4KqAAbPToDJaPg870.jpg,6,SUV,1.4L,手动 手自一体,82800,69800,78800,65800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2077034,2077034,2137,智跑,62,https://m1.autoimg.cn/cardfs/product/g29/M03/06/7D/160x120_0_q87_autohomecar__ChsEflyvJKiAPidNAAdhH11hq5k654.jpg,8,SUV,1.4T 2.0L,双离合 手动 手自一体,148900,119900,138800,109800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4505,KX CROSS,62,https://m1.autoimg.cn/cardfs/product/g28/M05/A4/2E/160x120_0_q87_autohomecar__ChsEfV2kfa2ALKXTAAaTNKRUM8M594.jpg,5,两厢跨界车,1.4L 1.6L,手自一体,90900,86900,85900,81900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,3664,KX3傲跑,62,https://m1.autoimg.cn/cardfs/product/g26/M07/15/17/160x120_0_q87_autohomecar__ChcCP13Bj0iAN1mVAAo6l1NVCAQ919.jpg,6,SUV,1.5L 1.6L,手动 手自一体 无级,132800,108800,132800,108800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,813,福瑞迪,62,https://m1.autoimg.cn/cardfs/product/g26/M0A/AD/86/160x120_0_q87_autohomecar__ChsEnF2msQuAFIsIAAmViGdYS2w829.jpg,4,三厢车,1.6L,手动 手自一体,102800,78800,97800,73800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4387,焕驰,62,https://m1.autoimg.cn/cardfs/product/g13/M09/8B/BF/160x120_0_q87_autohomecar__wKjBylnKGuOAGgA4AAiu1jgfKxo853.jpg,13,三厢车,1.4L,手动 自动,73900,49900,73900,49900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4523,凯绅,62,https://m1.autoimg.cn/cardfs/product/g19/M05/21/5C/160x120_0_q87_autohomecar__wKjBxFmc5sSAUblxAAnPCkiHbL8709.jpg,8,三厢车,1.6T 1.8L,双离合 手自一体,149800,128800,149800,118800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,2319,起亚K2,62,https://m1.autoimg.cn/cardfs/product/g10/M13/93/CB/160x120_0_q87_autohomecar__wKgH0Vgj0y-AYDjUAAfEQDJJbd0247.jpg,8,三厢车,1.4L 1.6L,手动 手自一体,103900,72900,103900,72900,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,2886,起亚K3,62,https://m1.autoimg.cn/cardfs/product/g2/M09/6C/3A/160x120_0_q87_autohomecar__ChsEkFzFe9qALhQpAAvJ6Csb7TY884.jpg,9,三厢车,1.4T 1.5L,双离合 无级,128800,98800,128800,98800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,5188,起亚K3新能源,62,https://m1.autoimg.cn/cardfs/product/g2/M0B/67/1F/160x120_0_q87_autohomecar__ChsEkF0_qOSAcb4tAAqIrQkI-XU312.jpg,2,三厢车,1.6L,双离合,218800,209800,218800,209800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,2246,起亚K5,62,https://m1.autoimg.cn/cardfs/product/g28/M02/8B/B8/160x120_0_q87_autohomecar__ChsEnlxH4PmARvGCAAz299x_Gf8719.jpg,3,三厢车,1.6T 2.0L,双离合 手自一体,173800,164800,163800,154800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4834,起亚K5新能源,62,https://m1.autoimg.cn/cardfs/product/g24/M07/BE/FC/160x120_0_q87_autohomecar__ChcCL14e1h-AJ0vKAAbnhpRReSM623.jpg,4,三厢车,2.0L,手自一体,239800,222800,239800,222800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4973,起亚KX3新能源,62,https://m1.autoimg.cn/cardfs/product/g30/M00/4E/37/160x120_0_q87_autohomecar__ChsEf1vyixKAN6XQAAbIoxnkzEg857.jpg,1,SUV,,固定齿比,239800,239800,239800,239800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,3954,起亚KX5,62,https://m1.autoimg.cn/cardfs/product/g28/M09/33/79/160x120_0_q87_autohomecar__ChsEnlwsFYWAXcc_AAoTHe7pDk4672.jpg,6,SUV,1.6T 2.0L,双离合 手自一体,181800,154800,173800,146800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4200,起亚KX7,62,https://m1.autoimg.cn/cardfs/product/g10/M08/F2/35/160x120_0_q87_autohomecar__wKjBzVh94DSAP-eVAAglA3Hmz3Y584.jpg,8,SUV,2.0L 2.0T 2.4L,手自一体,276800,179800,256800,159800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,4824,奕跑,62,https://m1.autoimg.cn/cardfs/product/g30/M05/B6/CF/160x120_0_q87_autohomecar__ChsEoF0TdEiAE4KqAAbPToDJaPg870.jpg,6,SUV,1.4L,手动 手自一体,82800,69800,80800,67800,2020-02-20 18:25:00
https://dealer.autohome.com.cn/handler/other/getdata?__action=dealerlq.getdealerserieslist&dealerId=2051725,2051725,2137,智跑,62,https://m1.autoimg.cn/cardfs/product/g29/M03/06/7D/160x120_0_q87_autohomecar__ChsEflyvJKiAPidNAAdhH11hq5k654.jpg,8,SUV,1.4T 2.0L,双离合 手动 手自一体,148900,119900,140900,111900,2020-02-20 18:25:00
